ID	TP/FP	alt support	ref support
HG3_Ill_150bpfermikitraw_173	TP	14	59
HG2_Ill_250bpfermikitraw_206	TP	47	96
HG2_Ill_GATKHC_268	TP	38	72
HG3_Ill_svaba_226	TP	14	70
HG4_Ill_GATKHCSBGrefine_139	TP	12	-1
HG4_Ill_250bpfermikitraw_215	TP	73	36
HG3_Ill_svaba_228	TP	94	114
HG4_PB_SVrefine2Falcon1Dovetail_165	TP	1	128
HG2_Ill_Krunchall_188	TP	51	111
HG2_Ill_150bpfermikitraw_172	TP	29	22
HG2_Ill_FB_134	TP	92	0
HG3_Ill_Krunchall_201	TP	42	45
HG2_Ill_GATKHC_276	TP	21	27
HG2_PB_SVrefine2Falcon2Bionano_112	TP	9	-1
HG3_Ill_GATKHC_293	TP	22	2
HG2_PB_SVrefine2PB10Xhap12_212	TP	4	-1
HG4_Ill_scalpel_136	TP	14	9
HG3_Ill_scalpel_157	TP	7	18
HG3_Ill_svaba_233	TP	43	0
HG3_Ill_Cortex_40	FP	1	51
HG2_Ill_GATKHC_278	TP	17	19
HG2_PB_HySA_415	TP	1	-1
HG2_PB_PB10Xdip_721	TP	43	1
HG2_PB_SVrefine2PB10Xhap12_215	TP	4	4
HG4_PB_assemblyticsfalcon_287	TP	5	8
HG3_Ill_scalpel_159	TP	19	5
HG2_Ill_250bpfermikitraw_218	TP	9	15
HG3_PB_SVrefine2PBcRDovetail_150	TP	1	50
HG2_Ill_scalpel_152	TP	43	37
HG3_Ill_150bpfermikitraw_186	TP	26	26
HG4_Ill_150bpfermikitraw_206	FP	309	9
HG2_Ill_manta_30	TP	33	0
HG2_10X_SVrefine210Xhap12_165	TP	2	18
HG2_PB_pbsv_242	TP	29	1
HG2_Ill_SVrefine2DISCOVARplusDovetail_136	TP	30	17
HG2_10X_SVrefine210Xhap12_168	TP	16	-1
HG3_Ill_250bpfermikitraw_222	TP	50	0
HG2_Ill_Krunchall_198	TP	42	0
HG3_Ill_GATKHCSBGrefine_123	TP	49	0
HG3_Ill_Krunchall_211	FP	35	43
HG3_Ill_150bpfermikitraw_194	TP	367	1
HG2_PB_assemblyticsPBcR_286	TP	59	0
HG4_CG_vcfBeta_105	FP	18	-1
HG2_PB_PB10Xdip_767	TP	12	22
HG2_Ill_SpiralSDKrefine_150	TP	13	8
HG3_Ill_FB_143	TP	20	5
HG3_Ill_250bpfermikitraw_227	TP	5	23
HG2_Ill_svaba_231	TP	1	50
HG4_Ill_250bpfermikitraw_236	TP	53	27
HG2_Ill_GATKHC_288	TP	50	25
HG2_Ill_SpiralSDKrefine_152	TP	18	13
HG4_Ill_FB_147	TP	30	24
HG3_Ill_250bpfermikitraw_229	TP	13	10
HG3_Ill_150bpfermikitraw_198	TP	10	13
HG4_Ill_250bpfermikitraw_241	TP	53	0
HG2_Ill_Cortex_63	TP	3	61
HG2_Ill_Krunchall_207	TP	22	20
HG2_Ill_250bpfermikitraw_234	TP	19	21
HG2_Ill_150bpfermikitraw_193	TP	16	12
HG2_Ill_GATKHC_295	TP	33	2
HG4_Ill_150bpfermikitraw_220	FP	30	41
HG4_PB_SVrefine2Falcon1Dovetail_175	TP	3	53
HG2_Ill_FB_146	TP	40	0
HG2_PB_SVrefine2PB10Xhap12_225	TP	42	-1
HG4_Ill_FB_151	FP	9	31
HG3_Ill_FB_147	TP	18	74
HG4_Ill_Krunchall_238	FP	89	65
HG3_PB_SVrefine2PBcRDovetail_158	TP	79	-1
HG2_PB_SVrefine2Falcon2Bionano_124	TP	81	-1
HG2_Ill_Krunchall_210	TP	57	47
HG4_Ill_GATKHC_321	FP	7	26
HG4_Ill_GATKHC_322	FP	1	15
HG4_Ill_Krunchall_241	TP	47	20
HG3_Ill_150bpfermikitraw_207	TP	11	13
HG2_Ill_FB_148	TP	40	0
HG4_Ill_FB_157	TP	16	13
HG4_Ill_Krunchall_242	TP	44	38
HG3_Ill_svaba_251	FP	1	47
HG2_Ill_SVrefine2DISCOVARplusDovetail_147	TP	26	0
HG4_Ill_svaba_260	TP	28	6
HG2_Ill_150bpfermikitraw_201	TP	41	0
HG3_PB_assemblyticsfalcon_324	TP	43	69
HG3_Ill_FB_155	TP	4	-1
HG2_Ill_manta_36	TP	41	-1
HG2_Ill_GATKHC_303	TP	5	31
HG2_Ill_GATKHCSBGrefine_127	TP	93	-1
HG3_Ill_Krunchall_229	TP	20	20
HG4_Ill_Cortex_38	TP	20	30
HG4_Ill_GATKHC_331	TP	67	-1
HG3_Ill_Krunchall_233	TP	26	31
HG4_Ill_SVrefine2DISCOVARDovetail_139	FP	10	108
HG2_Ill_Krunchall_218	TP	26	22
HG3_PB_pbsv_267	TP	11	29
HG3_PB_SVrefine2PBcRDovetail_164	FP	48	12
HG4_PB_HySA_376	TP	111	21
HG2_PB_SVrefine2Falcon2Bionano_130	TP	23	20
HG4_Ill_GATKHC_335	TP	24	20
HG4_Ill_svaba_269	TP	1	10
HG4_Ill_150bpfermikitraw_238	FP	14	15
HG3_Ill_svaba_259	TP	37	30
HG2_10X_SVrefine210Xhap12_184	TP	1	67
HG4_Ill_svaba_271	TP	26	-1
HG4_Ill_GATKHC_337	TP	5	30
HG2_Ill_svaba_251	TP	11	26
HG3_PB_HySA_352	TP	4	35
HG3_PB_SVrefine2Falcon1Dovetail_187	TP	23	-1
HG4_Ill_FB_161	FP	39	0
HG3_Ill_Spiral_176	TP	27	20
HG4_PB_HySA_383	TP	10	9
HG3_Ill_svaba_263	TP	5	7
HG2_Ill_GATKHC_319	TP	2	10
HG3_Ill_GATKHC_339	TP	26	28
HG3_Ill_GATKHCSBGrefine_143	TP	38	-1
HG2_Ill_GATKHC_320	TP	53	-1
HG4_Ill_SVrefine2DISCOVARDovetail_144	TP	23	33
HG2_10X_allpass_19	TP	23	30
HG2_Ill_svaba_255	TP	27	55
HG4_Ill_FB_165	FP	19	13
HG2_Ill_FB_153	TP	23	26
HG4_Ill_150bpfermikitraw_244	FP	46	33
HG2_Ill_GATKHC_324	TP	21	2
HG4_Ill_GATKHC_347	TP	16	20
HG4_Ill_svaba_277	FP	48	44
HG4_Ill_GATKHC_349	TP	21	245
HG4_Ill_Krunchall_261	FP	1	15
HG3_PB_assemblyticsfalcon_346	TP	5	-1
HG2_Ill_scalpel_179	TP	56	0
HG2_Ill_scalpel_180	TP	32	81
HG2_Ill_250bpfermikitraw_261	TP	23	22
HG2_Ill_GATKHCSBGrefine_140	TP	7	71
HG2_PB_assemblyticsPBcR_327	TP	29	32
HG2_PB_assemblyticsfalcon_347	TP	28	0
HG2_Ill_150bpfermikitraw_221	TP	45	0
HG3_Ill_svaba_273	TP	14	21
HG2_Ill_scalpel_182	TP	19	14
HG4_Ill_Krunchall_265	FP	35	0
HG4_Ill_Krunchall_266	TP	30	32
HG2_PB_assemblyticsfalcon_348	TP	19	46
HG4_Ill_scalpel_170	TP	24	22
HG3_Ill_svaba_274	TP	34	11
HG2_Ill_scalpel_184	TP	37	15
HG4_Ill_GATKHC_355	FP	5	42
HG3_Ill_250bpfermikitraw_261	TP	23	27
HG4_Ill_SVrefine2DISCOVARDovetail_148	TP	32	-1
HG3_Ill_250bpfermikitraw_262	TP	11	20
HG4_Ill_150bpfermikitraw_254	FP	4	19
HG2_Ill_svaba_263	TP	28	1
HG3_Ill_Spiral_186	TP	36	20
HG3_Ill_GATKHC_355	TP	44	12
HG2_PB_PB10Xdip_997	TP	6	5
HG3_Ill_150bpfermikitraw_234	TP	17	11
HG3_Ill_Krunchall_253	TP	49	15
HG3_Ill_manta_42	TP	52	4
HG3_Ill_FB_170	TP	27	22
HG2_Ill_svaba_267	TP	20	11
HG4_Ill_Krunchall_273	TP	35	26
HG3_PB_assemblyticsfalcon_359	TP	25	10
HG2_Ill_scalpel_191	TP	45	29
HG2_PB_SVrefine2PBcRplusDovetail_195	TP	54	-1
HG3_Ill_SVrefine2DISCOVARDovetail_162	TP	43	-1
HG2_PB_PB10Xdip_1208	TP	4	0
HG4_Ill_150bpfermikitraw_259	TP	69	0
HG4_Ill_GATKHC_365	TP	47	38
HG4_Ill_GATKHC_366	FP	27	21
HG2_PB_SVrefine2Falcon1plusDovetail_199	TP	21	17
HG2_Ill_Krunchall_248	TP	1	-1
HG2_Ill_svaba_271	TP	20	-1
HG3_Ill_250bpfermikitraw_271	TP	21	-1
HG2_Ill_SpiralSDKrefine_177	TP	32	24
HG2_Ill_SVrefine2DISCOVARplusDovetail_176	TP	65	5
HG3_Ill_scalpel_207	TP	24	2
HG2_PB_pbsv_289	TP	34	11
HG3_Ill_scalpel_208	TP	58	46
HG2_Ill_GATKHCSBGrefine_144	TP	3	-1
HG3_Ill_GATKHC_368	TP	33	-1
HG3_PB_assemblyticsfalcon_368	TP	117	37
HG4_Ill_scalpel_181	TP	13	-1
HG3_CG_vcfBeta_131	TP	1	31
HG3_Ill_Krunchall_263	TP	23	10
HG3_Ill_GATKHC_371	TP	71	21
HG3_Ill_250bpfermikitraw_275	TP	92	30
HG3_10X_allpass_34	TP	16	64
HG4_Ill_150bpfermikitraw_266	FP	17	32
HG3_Ill_GATKHC_373	TP	28	3
HG4_Ill_svaba_297	FP	1	46
HG3_Ill_150bpfermikitraw_246	FP	31	16
HG2_Ill_GATKHC_350	TP	81	-1
HG4_Ill_scalpel_183	TP	32	36
HG2_Ill_svaba_278	TP	3	2
HG2_PB_SVrefine2PBcRplusDovetail_205	TP	25	26
HG2_PB_SVrefine2PB10Xhap12_261	TP	7	60
HG2_PB_SVrefine2PB10Xhap12_262	TP	2	52
HG2_PB_PB10Xdip_1465	TP	10	-1
HG2_Ill_GATKHC_351	TP	60	0
HG3_PB_SVrefine2PBcRDovetail_186	TP	7	4
HG2_Ill_GATKHC_352	TP	68	37
HG2_PB_SVrefine2Falcon1plusDovetail_209	TP	1	-1
HG3_Ill_GATKHCSBGrefine_157	TP	58	111
HG2_Ill_250bpfermikitraw_286	TP	41	2
HG2_Ill_SpiralSDKrefine_186	TP	50	30
HG2_Ill_svaba_281	TP	46	39
HG2_Ill_150bpfermikitraw_245	TP	38	14
HG2_Ill_GATKHC_358	TP	32	4
HG2_PB_SVrefine2PBcRplusDovetail_212	TP	35	16
HG3_PB_assemblyticsfalcon_386	TP	10	-1
HG2_10X_SVrefine210Xhap12_210	TP	14	-1
HG3_Ill_scalpel_220	TP	31	19
HG2_Ill_Krunchall_264	TP	19	19
HG2_Ill_GATKHCSBGrefine_152	TP	36	-1
HG2_Ill_150bpfermikitraw_247	TP	23	-1
HG4_Ill_Krunchall_292	TP	31	-1
HG2_Ill_250bpfermikitraw_293	TP	42	0
HG2_Ill_150bpfermikitraw_249	TP	21	0
HG2_Ill_GATKHCSBGrefine_153	TP	39	0
HG3_Ill_250bpfermikitraw_286	TP	21	-1
HG2_Ill_SpiralSDKrefine_193	TP	44	0
HG2_Ill_scalpel_208	TP	19	0
HG4_Ill_GATKHCSBGrefine_190	TP	14	32
HG2_Ill_Krunchall_273	TP	16	19
HG4_Ill_FB_188	TP	39	28
HG2_PB_HySA_557	TP	29	22
HG2_Ill_150bpfermikitraw_254	TP	25	14
HG2_Ill_FB_187	TP	25	25
HG4_10X_allpass_22	TP	20	11
HG4_Ill_GATKHCSBGrefine_192	TP	11	8
HG2_Ill_SVrefine2DISCOVARplusDovetail_190	TP	60	-1
HG3_Ill_150bpfermikitraw_260	FP	24	30
HG2_Ill_GATKHC_371	TP	30	34
HG2_Ill_Krunchall_280	TP	13	0
HG2_Ill_Krunchall_281	TP	7	-1
HG3_Ill_svaba_309	FP	44	42
HG2_Ill_150bpfermikitraw_259	TP	24	36
HG2_Ill_FB_192	TP	30	19
HG2_10X_SVrefine210Xhap12_217	TP	19	30
HG2_PB_SVrefine2PB10Xhap12_274	TP	43	0
HG2_Ill_GATKHC_375	TP	15	0
HG4_PB_SVrefine2PBcRDovetail_180	FP	4	-1
HG3_Ill_Krunchall_285	TP	30	63
HG2_PB_SVrefine2PBcRplusDovetail_219	TP	63	28
HG3_Ill_SVrefine2DISCOVARDovetail_180	TP	2101	9
HG2_PB_PB10Xdip_2008	TP	22	29
HG3_PB_pbsv_320	TP	11	8
HG2_Ill_FB_194	TP	15	13
HG2_Ill_scalpel_218	TP	27	35
HG3_Ill_GATKHC_401	TP	14	13
HG3_Ill_GATKHC_403	TP	23	22
HG4_Ill_250bpfermikitraw_309	TP	42	4
HG3_Ill_GATKHC_404	TP	10	22
HG3_Ill_250bpfermikitraw_298	TP	3	46
HG2_PB_SVrefine2Falcon1plusDovetail_222	TP	49	3
HG2_PB_PB10Xdip_2016	TP	44	36
HG4_Ill_MetaSV_66	FP	21	48
HG2_Ill_svaba_298	TP	56	9
HG2_Ill_GATKHCSBGrefine_163	TP	38	1
HG2_Ill_FB_195	TP	14	21
HG2_Ill_FB_196	TP	28	12
HG2_Ill_scalpel_223	TP	15	18
HG3_Ill_SVrefine2DISCOVARDovetail_188	TP	97	20
HG4_Ill_SVrefine2DISCOVARDovetail_174	FP	24	56
HG2_Ill_SVrefine2DISCOVARplusDovetail_204	TP	15	-1
HG4_Ill_MetaSV_70	FP	65	58
HG4_Ill_scalpel_197	FP	19	34
HG4_Ill_250bpfermikitraw_311	FP	4	48
HG4_Ill_svaba_316	FP	19	46
HG4_Ill_GATKHC_409	FP	21	19
HG2_10X_SVrefine210Xhap12_231	TP	11	251
HG4_Ill_GATKHC_410	FP	17	24
HG4_CG_vcfBeta_151	TP	22	24
HG2_Ill_GATKHC_384	TP	16	11
HG2_PB_HySA_586	TP	43	13
HG2_PB_pbsv_326	TP	7	54
HG4_PB_assemblyticsfalcon_403	TP	9	48
HG4_Ill_150bpfermikitraw_292	TP	48	42
HG3_Ill_svaba_316	TP	33	24
HG3_Ill_svaba_317	TP	4	18
HG3_Ill_GATKHC_415	FP	5	55
HG4_Ill_150bpfermikitraw_295	TP	52	9
HG4_Ill_FB_201	FP	22	-1
HG3_Ill_GATKHC_417	FP	3	6
HG3_Ill_Krunchall_299	FP	3	30
HG3_Ill_250bpfermikitraw_306	TP	22	23
HG2_PB_SVrefine2Falcon1plusDovetail_228	TP	1	-1
HG2_PB_HySA_592	TP	19	0
HG3_PB_HySA_434	FP	2	6
HG3_PB_SVrefine2PBcRDovetail_203	TP	1	6
HG2_PB_pbsv_331	TP	1	10
HG4_Ill_SVrefine2DISCOVARDovetail_180	TP	47	-1
HG2_Ill_150bpfermikitraw_267	TP	1	33
HG2_Ill_SpiralSDKrefine_211	TP	35	-1
HG3_Ill_svaba_325	FP	32	34
HG3_PB_HySA_437	TP	112	1
HG4_Ill_250bpfermikitraw_318	TP	43	61
HG3_Ill_GATKHCSBGrefine_174	TP	16	22
HG2_Ill_svaba_308	TP	31	32
HG3_Ill_MetaSV_71	TP	19	27
HG4_Ill_Krunchall_313	TP	29	0
HG2_Ill_scalpel_229	TP	34	35
HG3_CG_vcfBeta_151	TP	16	17
HG4_Ill_scalpel_208	TP	34	35
HG4_Ill_Krunchall_315	TP	25	29
HG2_PB_SVrefine2Falcon1plusDovetail_235	TP	37	2
HG2_Ill_svaba_316	TP	20	0
HG2_PB_SVrefine2PB10Xhap12_293	TP	11	-1
HG2_Ill_scalpel_234	TP	2	10
HG2_Ill_250bpfermikitraw_322	TP	18	15
HG2_Ill_manta_54	TP	16	11
HG3_Ill_manta_50	TP	10	-1
HG4_Ill_SVrefine2DISCOVARDovetail_183	TP	11	-1
HG4_Ill_GATKHC_423	TP	28	17
HG3_Ill_Spiral_239	TP	25	22
HG3_Ill_svaba_337	TP	34	19
HG4_Ill_150bpfermikitraw_305	TP	28	15
HG2_Ill_SpiralSDKrefine_223	TP	24	23
HG3_PB_SVrefine2Falcon1Dovetail_234	TP	46	-1
HG4_PB_pbsv_352	TP	1	31
HG4_Ill_SVrefine2DISCOVARDovetail_186	TP	37	31
HG4_PB_pbsv_355	TP	18	55
HG4_Ill_svaba_333	TP	3	2
HG2_10X_SVrefine210Xhap12_247	TP	52	1
HG2_Ill_scalpel_240	TP	30	-1
HG4_Ill_250bpfermikitraw_331	TP	62	13
HG3_Ill_Krunchall_312	TP	11	10
HG4_PB_HySA_478	TP	12	1
HG3_Ill_Krunchall_313	TP	14	8
HG2_Ill_GATKHCSBGrefine_173	TP	2	20
HG3_Ill_GATKHC_439	TP	64	62
HG2_PB_SVrefine2PBcRplusDovetail_238	TP	7	14
HG3_Ill_FB_215	TP	22	129
HG3_Ill_GATKHCSBGrefine_182	TP	8	16
HG3_Ill_Krunchall_315	TP	67	60
HG4_Ill_Krunchall_324	TP	69	24
HG4_Ill_svaba_336	FP	34	16
HG3_Ill_FB_218	TP	1	75
HG2_Ill_GATKHC_417	TP	47	-1
HG3_Ill_FB_219	TP	2	43
HG3_Ill_GATKHCSBGrefine_184	TP	51	0
HG3_PB_SVrefine2Falcon1Dovetail_237	TP	30	43
HG3_PB_HySA_465	TP	18	3
HG4_PB_HySA_486	TP	18	11
HG2_Ill_scalpel_249	TP	50	6
HG3_PB_pbsv_353	TP	16	32
HG2_PB_SVrefine2Falcon1plusDovetail_248	TP	58	0
HG2_Ill_FB_223	TP	44	1
HG3_Ill_GATKHC_447	TP	79	-1
HG3_PB_assemblyticsfalcon_442	TP	18	20
HG3_Ill_Spiral_247	TP	58	1
HG2_PB_PB10Xdip_2082	TP	5	2
HG3_Ill_150bpfermikitraw_299	FP	1	35
HG4_Ill_Krunchall_328	FP	6	19
HG3_Ill_scalpel_261	FP	8	0
HG2_Ill_Krunchall_317	TP	13	27
HG2_PB_HySA_631	TP	8	10
HG2_Ill_SpiralSDKrefine_233	TP	30	20
HG4_Ill_GATKHCSBGrefine_214	TP	30	0
HG2_PB_SVrefine2PB10Xhap12_309	TP	48	-1
HG2_Ill_MetaSV_69	TP	43	0
HG3_Ill_150bpfermikitraw_301	TP	46	0
HG3_Ill_manta_55	TP	28	23
HG3_Ill_Spiral_251	FP	15	8
HG2_Ill_SpiralSDKrefine_235	TP	5	-1
HG2_PB_SVrefine2PB10Xhap12_312	TP	3	25
HG2_PB_SVrefine2PB10Xhap12_313	TP	20	5
HG3_Ill_GATKHC_458	TP	89	22
HG2_Ill_svaba_338	TP	55	1
HG4_Ill_svaba_342	FP	47	0
HG2_PB_assemblyticsfalcon_466	TP	22	5
HG4_Ill_FB_216	FP	37	22
HG2_Ill_svaba_339	TP	51	0
HG4_Ill_150bpfermikitraw_323	TP	57	0
HG3_Ill_Spiral_255	FP	8	40
HG2_10X_SVrefine210Xhap12_267	TP	15	0
HG2_Ill_svaba_345	TP	10	34
HG2_Ill_Krunchall_324	TP	37	29
HG4_Ill_Krunchall_338	TP	32	28
HG2_Ill_150bpfermikitraw_295	TP	29	41
HG4_Ill_Krunchall_341	TP	16	20
HG2_Ill_GATKHC_434	TP	54	0
HG4_Ill_manta_64	TP	21	24
HG3_PB_HySA_485	TP	3	-1
HG3_PB_pbsv_367	TP	1	42
HG4_Ill_GATKHC_456	TP	27	17
HG3_Ill_Spiral_258	TP	77	0
HG4_Ill_Krunchall_346	TP	27	29
HG3_Ill_FB_231	FP	1	55
HG4_PB_SVrefine2PBcRDovetail_216	TP	157	-1
HG4_Ill_MetaSV_80	TP	47	25
HG3_PB_SVrefine2Falcon1Dovetail_249	TP	1	-1
HG4_Ill_svaba_356	FP	2	51
HG3_Ill_150bpfermikitraw_313	TP	40	1
HG2_Ill_SpiralSDKrefine_247	TP	43	1
HG2_Ill_svaba_351	TP	26	20
HG2_PB_SVrefine2PB10Xhap12_324	TP	32	0
HG4_Ill_150bpfermikitraw_329	TP	65	16
HG4_PB_assemblyticsfalcon_458	FP	39	46
HG4_Ill_svaba_358	TP	62	0
HG2_Ill_GATKHC_446	TP	52	7
HG3_Ill_150bpfermikitraw_317	TP	14	24
HG3_Ill_250bpfermikitraw_350	TP	40	53
HG3_Ill_Krunchall_339	TP	36	14
HG4_Ill_svaba_360	TP	38	23
HG2_Ill_SpiralSDKrefine_254	TP	21	48
HG4_Ill_150bpfermikitraw_333	FP	27	66
HG4_Ill_GATKHC_466	TP	31	38
HG2_Ill_Krunchall_338	TP	12	29
HG3_PB_SVrefine2Falcon1Dovetail_254	TP	10	12
HG2_Ill_SVrefine2DISCOVARplusDovetail_252	TP	10	23
HG3_Ill_150bpfermikitraw_323	TP	15	32
HG3_PB_HySA_504	TP	54	38
HG2_PB_SVrefine2PBcRplusDovetail_266	TP	96	-1
HG3_Ill_GATKHC_483	TP	8	-1
HG2_PB_SVrefine2Falcon1plusDovetail_273	TP	4	-1
HG2_Ill_tnscope_17	TP	1	11
HG2_Ill_svaba_361	TP	1	-1
HG4_PB_SVrefine2PBcRDovetail_227	TP	6	-1
HG2_PB_pbsv_389	TP	4	29
HG2_PB_HySA_675	TP	11	2
HG3_Ill_SVrefine2DISCOVARDovetail_246	TP	1	-1
HG4_Ill_250bpfermikitraw_359	TP	32	26
HG3_Ill_svaba_383	TP	43	18
HG3_Ill_svaba_384	FP	27	-1
HG2_Ill_GATKHC_458	TP	46	-1
HG4_Ill_250bpfermikitraw_361	TP	24	4
HG2_Ill_SpiralSDKrefine_261	TP	79	7
HG2_Ill_GATKHC_460	TP	35	-1
HG4_Ill_scalpel_246	TP	18	21
HG2_Ill_svaba_364	TP	2	3
HG2_Ill_svaba_365	TP	1	5
HG4_Ill_250bpfermikitraw_364	TP	37	13
HG2_Ill_scalpel_277	TP	29	27
HG2_Ill_GATKHCSBGrefine_197	TP	46	0
HG3_PB_assemblyticsfalcon_482	TP	18	27
HG3_Ill_250bpfermikitraw_361	TP	17	-1
HG2_Ill_150bpfermikitraw_316	TP	17	19
HG4_PB_pbsv_407	TP	39	34
HG4_Ill_svaba_373	TP	12	12
HG3_CG_vcfBeta_180	TP	16	43
HG2_PB_SVrefine2PB10Xhap12_342	TP	125	30
HG3_Ill_GATKHC_494	TP	19	25
HG3_Ill_Krunchall_354	FP	48	1
HG3_Ill_150bpfermikitraw_332	FP	12	55
HG3_Ill_Krunchall_356	TP	25	18
HG2_PB_assemblyticsfalcon_508	TP	31	0
HG2_PB_assemblyticsfalcon_509	TP	25	8
HG3_Ill_SVrefine2DISCOVARDovetail_259	TP	29	95
HG2_Ill_150bpfermikitraw_319	TP	43	51
HG4_Ill_250bpfermikitraw_370	TP	20	13
HG4_Ill_Krunchall_367	TP	41	61
HG4_Ill_scalpel_258	TP	32	21
HG2_Ill_scalpel_285	TP	60	1
HG2_Ill_SpiralSDKrefine_269	TP	40	49
HG2_10X_SVrefine210Xhap12_294	TP	68	-1
HG4_Ill_Krunchall_369	TP	22	27
HG3_Ill_Krunchall_362	FP	2	65
HG2_Ill_SVrefine2DISCOVARplusDovetail_266	TP	8	34
HG3_Ill_FB_247	TP	34	11
HG2_Ill_GATKHCSBGrefine_200	TP	24	26
HG2_PB_SVrefine2Falcon1plusDovetail_283	TP	83	43
HG3_Ill_svaba_402	TP	3	10
HG2_Ill_FB_251	TP	25	24
HG2_PB_SVrefine2Falcon1plusDovetail_284	TP	64	0
HG3_Ill_scalpel_308	TP	15	-1
HG2_PB_HySA_701	TP	11	1
HG4_Ill_scalpel_263	TP	23	0
HG3_Ill_150bpfermikitraw_342	FP	29	30
HG4_Ill_svaba_386	TP	27	3
HG3_Ill_Spiral_286	TP	37	0
HG2_Ill_GATKHCSBGrefine_202	TP	16	111
HG2_Ill_svaba_386	TP	19	42
HG2_Ill_GATKHC_483	TP	30	24
HG2_Ill_SpiralSDKrefine_276	TP	57	16
HG3_Ill_250bpfermikitraw_378	TP	28	1
HG2_PB_HySA_708	TP	155	16
HG4_Ill_GATKHC_497	TP	74	0
HG2_Ill_150bpfermikitraw_332	TP	25	21
HG2_PB_SVrefine2PB10Xhap12_356	TP	45	62
HG3_Ill_scalpel_315	FP	14	41
HG4_Ill_250bpfermikitraw_382	TP	19	23
HG3_Ill_250bpfermikitraw_384	TP	24	19
HG3_Ill_250bpfermikitraw_385	TP	111	115
HG3_Ill_scalpel_320	TP	25	1
HG4_Ill_250bpfermikitraw_383	TP	56	2
HG4_Ill_svaba_394	TP	40	18
HG2_CG_vcfBeta_201	TP	61	0
HG4_Ill_GATKHCSBGrefine_246	FP	4	26
HG2_Ill_150bpfermikitraw_340	TP	54	0
HG2_10X_SVrefine210Xhap12_308	TP	34	0
HG3_Ill_GATKHCSBGrefine_217	TP	10	4
HG2_Ill_scalpel_300	TP	53	0
HG2_Ill_250bpfermikitraw_395	TP	4	1
HG2_PB_SVrefine2PB10Xhap12_360	TP	2	0
HG2_Ill_svaba_400	TP	2	2
HG3_PB_SVrefine2Falcon1Dovetail_269	TP	31	21
HG2_Ill_250bpfermikitraw_396	TP	49	1
HG3_Ill_Krunchall_385	TP	13	57
HG4_Ill_250bpfermikitraw_392	TP	21	47
HG2_Ill_FB_262	TP	13	21
HG4_Ill_150bpfermikitraw_374	TP	36	0
HG2_Ill_Krunchall_378	TP	52	79
HG2_PB_pbsv_416	TP	12	28
HG2_Ill_150bpfermikitraw_348	TP	38	0
HG3_Ill_FB_266	TP	35	15
HG2_PB_assemblyticsfalcon_547	TP	34	0
HG4_Ill_GATKHC_517	TP	13	0
HG4_Ill_SVrefine2DISCOVARDovetail_249	TP	1	43
HG2_Ill_scalpel_308	TP	40	30
HG2_PB_SVrefine2PB10Xhap12_365	TP	28	4
HG2_Ill_150bpfermikitraw_350	TP	57	19
HG2_Ill_Krunchall_382	TP	53	0
HG4_Ill_GATKHCSBGrefine_252	TP	60	50
HG3_Ill_GATKHC_540	TP	20	-1
HG3_Ill_250bpfermikitraw_402	TP	26	-1
HG2_Ill_GATKHCSBGrefine_212	TP	6	-1
HG3_Ill_GATKHCSBGrefine_223	TP	43	-1
HG3_Ill_150bpfermikitraw_366	TP	63	44
HG4_Ill_150bpfermikitraw_379	FP	42	48
HG2_Ill_scalpel_312	TP	77	34
HG4_Ill_Krunchall_392	FP	27	54
HG4_Ill_GATKHCSBGrefine_255	TP	52	-1
HG2_Ill_FB_270	TP	22	8
HG3_Ill_150bpfermikitraw_369	TP	71	27
HG2_Ill_GATKHC_514	TP	4	19
HG2_PB_SVrefine2Falcon1plusDovetail_295	TP	4	-1
HG3_PB_HySA_554	TP	11	125
HG4_Ill_Krunchall_395	FP	30	40
HG3_Ill_Krunchall_395	TP	28	0
HG2_Ill_150bpfermikitraw_355	TP	17	22
HG2_Ill_scalpel_316	TP	45	49
HG3_PB_SVrefine2Falcon1Dovetail_273	TP	20	51
HG3_PB_pbsv_422	FP	1	68
HG2_Ill_150bpfermikitraw_357	TP	22	13
HG3_PB_SVrefine2PBcRDovetail_262	TP	24	1
HG2_PB_SVrefine2PB10Xhap12_373	TP	1	-1
HG2_Ill_Krunchall_393	TP	2	0
HG2_PB_SVrefine2Falcon1plusDovetail_298	TP	2	-1
HG3_Ill_scalpel_336	TP	25	45
HG2_Ill_Krunchall_395	TP	12	24
HG2_Ill_Krunchall_396	TP	26	36
HG3_Ill_Spiral_314	TP	27	35
HG2_Ill_150bpfermikitraw_362	TP	22	22
HG3_Ill_GATKHC_561	TP	15	44
HG2_Ill_FB_275	TP	23	46
HG3_Ill_GATKHC_563	FP	162	27
HG3_PB_pbsv_430	FP	14	48
HG4_Ill_scalpel_280	FP	16	18
HG2_PB_PB10Xdip_2314	TP	1	-1
HG2_10X_SVrefine210Xhap12_322	TP	5	1
HG2_Ill_Krunchall_399	TP	23	0
HG3_Ill_GATKHC_566	FP	6	49
HG2_Ill_GATKHC_529	TP	32	1
HG2_PB_SVrefine2PBcRplusDovetail_298	TP	73	-1
HG4_Ill_FB_265	FP	2	61
HG2_Ill_FB_277	TP	33	26
HG4_Ill_GATKHCSBGrefine_259	FP	24	-1
HG4_Ill_GATKHC_535	TP	8	26
HG2_Ill_FB_278	TP	30	18
HG2_PB_assemblyticsfalcon_573	TP	66	14
